start_station_name,end_station_name,member_casual,avgTemp,season,date,day_name,time_period,rideable_type,daily_rides,trip_duration
Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,537.0
Columbus Dr at Exchange Pl,Warren St,member,-2.7,winter,2022-01-04,Tuesday,Evening,classic_bike,934,206.0
Hoboken Terminal - River St & Hudson Pl,7 St & Monroe St,casual,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,681.0
Hoboken Terminal - Hudson St & Hudson Pl,Marshall St & 2 St,casual,-2.7,winter,2022-01-04,Tuesday,Afternoon,electric_bike,934,411.0
Baldwin at Montgomery,Sip Ave,member,-2.7,winter,2022-01-04,Tuesday,Night,classic_bike,934,263.0
Columbus Dr at Exchange Pl,Grand St,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,192.0
City Hall - Washington St & 1 St,8 St & Washington St,member,-2.7,winter,2022-01-04,Tuesday,Night,classic_bike,934,261.0
Clinton St & 7 St,Clinton St & 7 St,casual,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,708.0
Hoboken Terminal - River St & Hudson Pl,11 St & Washington St,member,-2.7,winter,2022-01-04,Tuesday,Evening,classic_bike,934,569.0
Newport Pkwy,South Waterfront Walkway - Sinatra Dr & 1 St,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,411.0
11 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,classic_bike,934,998.0
City Hall - Washington St & 1 St,Madison St & 1 St,member,-2.7,winter,2022-01-04,Tuesday,Night,classic_bike,934,175.0
Hoboken Terminal - Hudson St & Hudson Pl,Madison St & 1 St,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,classic_bike,934,303.0
Bloomfield St & 15 St,Hoboken Terminal - River St & Hudson Pl,member,-2.7,winter,2022-01-04,Tuesday,Evening,electric_bike,934,525.0
Journal Square,Dey St,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,256.0
Marshall St & 2 St,Hoboken Terminal - River St & Hudson Pl,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,374.0
Clinton St & 7 St,9 St HBLR - Jackson St & 8 St,member,-2.7,winter,2022-01-04,Tuesday,Morning,electric_bike,934,160.0
Hilltop,11 St & Washington St,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,1496.0
Hudson St & 4 St,Hoboken Terminal - Hudson St & Hudson Pl,member,-2.7,winter,2022-01-04,Tuesday,Morning,electric_bike,934,103.0
Washington St,Brunswick St,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,classic_bike,934,1609.0
Harborside,Newark Ave,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,electric_bike,934,211.0
Hoboken Terminal - Hudson St & Hudson Pl,6 St & Grand St,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,classic_bike,934,376.0
Warren St,Grove St PATH,member,-2.7,winter,2022-01-04,Tuesday,Evening,electric_bike,934,233.0
Pershing Field,Lafayette Park,casual,-2.7,winter,2022-01-04,Tuesday,Afternoon,electric_bike,934,812.0
Grove St PATH,Lafayette Park,member,-2.7,winter,2022-01-04,Tuesday,Evening,classic_bike,934,564.0
Hoboken Terminal - River St & Hudson Pl,4 St & Grand St,member,-2.7,winter,2022-01-04,Tuesday,Night,classic_bike,934,392.0
Grove St PATH,Lafayette Park,casual,-2.7,winter,2022-01-04,Tuesday,Afternoon,electric_bike,934,472.0
8 St & Washington St,7 St & Monroe St,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,electric_bike,934,250.0
Sip Ave,Brunswick & 6th,member,-2.7,winter,2022-01-04,Tuesday,Evening,classic_bike,934,389.0
Grove St PATH,Grove St PATH,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,306.0
Brunswick & 6th,Grove St PATH,member,-2.7,winter,2022-01-04,Tuesday,Morning,electric_bike,934,188.0
Lafayette Park,Grove St PATH,member,-2.7,winter,2022-01-04,Tuesday,Evening,electric_bike,934,414.0
6 St & Grand St,4 St & Grand St,member,-2.7,winter,2022-01-04,Tuesday,Evening,classic_bike,934,133.0
Monmouth and 6th,Marin Light Rail,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,classic_bike,934,515.0
Brunswick & 6th,Hamilton Park,member,-2.7,winter,2022-01-04,Tuesday,Evening,classic_bike,934,195.0
4 St & Grand St,City Hall - Washington St & 1 St,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,273.0
Clinton St & 7 St,Adams St & 2 St,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,classic_bike,934,203.0
Warren St,Newport PATH,casual,-2.7,winter,2022-01-04,Tuesday,Night,classic_bike,934,260.0
Newport PATH,Columbus Dr at Exchange Pl,casual,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,502.0
Warren St,Newport PATH,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,electric_bike,934,173.0
Bergen Ave,Sip Ave,member,-2.7,winter,2022-01-04,Tuesday,Morning,electric_bike,934,237.0
Newport PATH,Warren St,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,electric_bike,934,195.0
Adams St & 2 St,Grand St & 14 St,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,classic_bike,934,323.0
South Waterfront Walkway - Sinatra Dr & 1 St,Grand St & 14 St,member,-2.7,winter,2022-01-04,Tuesday,Evening,electric_bike,934,571.0
7 St & Monroe St,Grand St & 14 St,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,335.0
Newport PATH,Madison St & 1 St,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,classic_bike,934,1275.0
Dixon Mills,Grove St PATH,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,180.0
Leonard Gordon Park,Washington St,casual,-2.7,winter,2022-01-04,Tuesday,Afternoon,electric_bike,934,2167.0
Leonard Gordon Park,5 Corners Library,member,-2.7,winter,2022-01-04,Tuesday,Night,electric_bike,934,328.0
Jersey & 3rd,Hamilton Park,member,-2.7,winter,2022-01-04,Tuesday,Evening,classic_bike,934,191.0
Hoboken Terminal - River St & Hudson Pl,Adams St & 2 St,member,-2.7,winter,2022-01-04,Tuesday,Evening,classic_bike,934,250.0
Jersey & 3rd,Jersey & 6th St,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,104.0
Hamilton Park,Columbus Drive,member,-2.7,winter,2022-01-04,Tuesday,Afternoon,classic_bike,934,376.0
Montgomery St,Van Vorst Park,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,108.0
Grove St PATH,Van Vorst Park,member,-2.7,winter,2022-01-04,Tuesday,Evening,classic_bike,934,116.0
Newport PATH,Newport PATH,casual,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,639.0
Warren St,Marin Light Rail,member,-2.7,winter,2022-01-04,Tuesday,Morning,classic_bike,934,365.0
Essex Light Rail,Grove St PATH,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,491.0
Grove St PATH,Montgomery St,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,292.0
Washington St,Washington St,casual,3.2,winter,2022-01-05,Wednesday,Evening,electric_bike,914,147.0
City Hall,City Hall,casual,3.2,winter,2022-01-05,Wednesday,Evening,electric_bike,914,4.0
Harborside,Harborside,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,895.0
Newport Pkwy,Newport Pkwy,casual,3.2,winter,2022-01-05,Wednesday,Night,classic_bike,914,1283.0
Newport Pkwy,Newport Pkwy,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,1324.0
Washington St,Paulus Hook,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,517.0
Newport Pkwy,Hoboken Terminal - Hudson St & Hudson Pl,casual,3.2,winter,2022-01-05,Wednesday,Afternoon,electric_bike,914,497.0
Riverview Park,Riverview Park,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,162.0
Washington St,Columbus Dr at Exchange Pl,member,3.2,winter,2022-01-05,Wednesday,Morning,electric_bike,914,257.0
Oakland Ave,Brunswick & 6th,casual,3.2,winter,2022-01-05,Wednesday,Evening,electric_bike,914,487.0
Hoboken Terminal - River St & Hudson Pl,Hoboken Terminal - Hudson St & Hudson Pl,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,63.0
Hoboken Terminal - Hudson St & Hudson Pl,7 St & Monroe St,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,316.0
Bloomfield St & 15 St,Marshall St & 2 St,member,3.2,winter,2022-01-05,Wednesday,Evening,electric_bike,914,709.0
Baldwin at Montgomery,Sip Ave,member,3.2,winter,2022-01-05,Wednesday,Afternoon,electric_bike,914,306.0
JC Medical Center,Harborside,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,412.0
Newport Pkwy,Montgomery St,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,1003.0
8 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,casual,3.2,winter,2022-01-05,Wednesday,Night,classic_bike,914,569.0
8 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,member,3.2,winter,2022-01-05,Wednesday,Afternoon,electric_bike,914,263.0
Clinton St & 7 St,Clinton St & 7 St,casual,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,976.0
Hoboken Terminal - River St & Hudson Pl,8 St & Washington St,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,316.0
Hoboken Terminal - Hudson St & Hudson Pl,Madison St & 1 St,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,213.0
Newport Pkwy,Madison St & 1 St,casual,3.2,winter,2022-01-05,Wednesday,Night,classic_bike,914,540.0
Washington St,Columbus Drive,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,284.0
Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,casual,3.2,winter,2022-01-05,Wednesday,Night,classic_bike,914,470.0
Harborside,Washington St,member,3.2,winter,2022-01-05,Wednesday,Morning,electric_bike,914,193.0
Marshall St & 2 St,Washington St,casual,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,748.0
12 St & Sinatra Dr N,Hudson St & 4 St,casual,3.2,winter,2022-01-05,Wednesday,Morning,electric_bike,914,344.0
Hudson St & 4 St,Hudson St & 4 St,member,3.2,winter,2022-01-05,Wednesday,Night,classic_bike,914,451.0
Marshall St & 2 St,8 St & Washington St,casual,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,602.0
Church Sq Park - 5 St & Park Ave,Hoboken Terminal - Hudson St & Hudson Pl,member,3.2,winter,2022-01-05,Wednesday,Morning,classic_bike,914,296.0
Dixon Mills,Montgomery St,casual,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,3302.0
City Hall - Washington St & 1 St,Marin Light Rail,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,955.0
City Hall,Marin Light Rail,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,150.0
4 St & Grand St,Hoboken Terminal - River St & Hudson Pl,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,343.0
Adams St & 11 St,7 St & Monroe St,casual,3.2,winter,2022-01-05,Wednesday,Afternoon,electric_bike,914,269.0
Grove St PATH,Grove St PATH,member,3.2,winter,2022-01-05,Wednesday,Evening,electric_bike,914,493.0
Morris Canal,Grove St PATH,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,394.0
6 St & Grand St,South Waterfront Walkway - Sinatra Dr & 1 St,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,336.0
South Waterfront Walkway - Sinatra Dr & 1 St,Church Sq Park - 5 St & Park Ave,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,348.0
Columbus Dr at Exchange Pl,Marin Light Rail,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,509.0
Adams St & 2 St,Willow Ave & 12 St,casual,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,396.0
Grove St PATH,Hamilton Park,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,251.0
Grove St PATH,Hamilton Park,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,381.0
Hoboken Terminal - Hudson St & Hudson Pl,Adams St & 2 St,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,221.0
Sip Ave,Lincoln Park,member,3.2,winter,2022-01-05,Wednesday,Night,electric_bike,914,420.0
Hoboken Terminal - River St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,597.0
14 St Ferry - 14 St & Shipyard Ln,9 St HBLR - Jackson St & 8 St,member,3.2,winter,2022-01-05,Wednesday,Morning,electric_bike,914,342.0
Journal Square,Baldwin at Montgomery,casual,3.2,winter,2022-01-05,Wednesday,Night,electric_bike,914,275.0
Sip Ave,Baldwin at Montgomery,member,3.2,winter,2022-01-05,Wednesday,Night,classic_bike,914,359.0
Sip Ave,Bergen Ave,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,441.0
JC Medical Center,Newport PATH,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,786.0
Sip Ave,Bergen Ave,member,3.2,winter,2022-01-05,Wednesday,Evening,electric_bike,914,211.0
Morris Canal,Columbus Dr at Exchange Pl,casual,3.2,winter,2022-01-05,Wednesday,Morning,electric_bike,914,208.0
Dixon Mills,Columbus Dr at Exchange Pl,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,458.0
Bergen Ave,Sip Ave,casual,3.2,winter,2022-01-05,Wednesday,Morning,electric_bike,914,365.0
Sip Ave,Leonard Gordon Park,member,3.2,winter,2022-01-05,Wednesday,Evening,electric_bike,914,400.0
Sip Ave,McGinley Square,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,232.0
Brunswick & 6th,Jersey & 3rd,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,234.0
Leonard Gordon Park,Leonard Gordon Park,casual,3.2,winter,2022-01-05,Wednesday,Afternoon,electric_bike,914,101.0
Grand St & 14 St,14 St Ferry - 14 St & Shipyard Ln,casual,3.2,winter,2022-01-05,Wednesday,Morning,electric_bike,914,193.0
McGinley Square,Sip Ave,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,235.0
McGinley Square,Dey St,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,467.0
Hoboken Terminal - River St & Hudson Pl,Adams St & 2 St,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,386.0
Van Vorst Park,Lafayette Park,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,504.0
11 St & Washington St,Madison St & 10 St,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,240.0
Madison St & 10 St,14 St Ferry - 14 St & Shipyard Ln,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,651.0
Hoboken Terminal - Hudson St & Hudson Pl,8 St & Washington St,member,3.2,winter,2022-01-05,Wednesday,Evening,classic_bike,914,326.0
Marin Light Rail,Dixon Mills,member,3.2,winter,2022-01-05,Wednesday,Afternoon,classic_bike,914,458.0
Christ Hospital,City Hall,member,4.9,winter,2022-01-06,Thursday,Evening,classic_bike,1297,686.0
Madison St & 1 St,City Hall - Washington St & 1 St,member,4.9,winter,2022-01-06,Thursday,Afternoon,electric_bike,1297,162.0
Madison St & 1 St,City Hall - Washington St & 1 St,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,151.0
Liberty Light Rail,City Hall,casual,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,517.0
Paulus Hook,Jersey & 6th St,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,671.0
Pershing Field,Newport Pkwy,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,1064.0
Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Ave at Monmouth St,casual,4.9,winter,2022-01-06,Thursday,Evening,electric_bike,1297,342.0
Newport Pkwy,Hoboken Ave at Monmouth St,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,584.0
Newport Pkwy,Newport Pkwy,member,4.9,winter,2022-01-06,Thursday,Morning,electric_bike,1297,678.0
Warren St,Warren St,casual,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,767.0
Harborside,City Hall - Washington St & 1 St,member,4.9,winter,2022-01-06,Thursday,Night,classic_bike,1297,851.0
Grand St,Columbus Dr at Exchange Pl,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,191.0
Washington St,Columbus Dr at Exchange Pl,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,298.0
City Hall,Liberty Light Rail,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,424.0
Pershing Field,Clinton St & Newark St,casual,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,314.0
Hoboken Ave at Monmouth St,7 St & Monroe St,casual,4.9,winter,2022-01-06,Thursday,Afternoon,electric_bike,1297,461.0
9 St HBLR - Jackson St & 8 St,Clinton St & Newark St,casual,4.9,winter,2022-01-06,Thursday,Evening,electric_bike,1297,441.0
Columbus Dr at Exchange Pl,Warren St,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,192.0
JC Medical Center,Paulus Hook,member,4.9,winter,2022-01-06,Thursday,Evening,classic_bike,1297,437.0
Clinton St & 7 St,City Hall - Washington St & 1 St,member,4.9,winter,2022-01-06,Thursday,Evening,classic_bike,1297,298.0
Baldwin at Montgomery,Baldwin at Montgomery,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,114.0
Hoboken Ave at Monmouth St,Marshall St & 2 St,casual,4.9,winter,2022-01-06,Thursday,Morning,electric_bike,1297,217.0
JC Medical Center,Harborside,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,435.0
Baldwin at Montgomery,Sip Ave,member,4.9,winter,2022-01-06,Thursday,Night,classic_bike,1297,263.0
Hoboken Terminal - River St & Hudson Pl,Adams St & 11 St,member,4.9,winter,2022-01-06,Thursday,Morning,electric_bike,1297,471.0
Riverview Park,Southwest Park - Jackson St & Observer Hwy,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,397.0
Sip Ave,JC Medical Center,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,729.0
Hoboken Terminal - River St & Hudson Pl,11 St & Washington St,member,4.9,winter,2022-01-06,Thursday,Evening,classic_bike,1297,551.0
11 St & Washington St,City Hall - Washington St & 1 St,casual,4.9,winter,2022-01-06,Thursday,Morning,electric_bike,1297,389.0
11 St & Washington St,8 St & Washington St,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,136.0
Madison St & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,308.0
12 St & Sinatra Dr N,South Waterfront Walkway - Sinatra Dr & 1 St,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,474.0
8 St & Washington St,Oakland Ave,member,4.9,winter,2022-01-06,Thursday,Evening,classic_bike,1297,1012.0
City Hall - Washington St & 1 St,Madison St & 1 St,casual,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,312.0
Marshall St & 2 St,Hoboken Terminal - River St & Hudson Pl,member,4.9,winter,2022-01-06,Thursday,Morning,electric_bike,1297,294.0
Marshall St & 2 St,Hoboken Terminal - River St & Hudson Pl,member,4.9,winter,2022-01-06,Thursday,Morning,classic_bike,1297,517.0
Adams St & 11 St,Hoboken Terminal - River St & Hudson Pl,member,4.9,winter,2022-01-06,Thursday,Morning,electric_bike,1297,413.0
Clinton St & Newark St,9 St HBLR - Jackson St & 8 St,casual,4.9,winter,2022-01-06,Thursday,Evening,electric_bike,1297,519.0
7 St & Monroe St,Church Sq Park - 5 St & Park Ave,casual,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,345.0
Newport Pkwy,Morris Canal,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,679.0
Adams St & 11 St,Newport Pkwy,casual,4.9,winter,2022-01-06,Thursday,Evening,electric_bike,1297,914.0
Hilltop,Warren St,casual,4.9,winter,2022-01-06,Thursday,Afternoon,electric_bike,1297,751.0
Grove St PATH,Jersey & 6th St,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,265.0
Hudson St & 4 St,Hoboken Terminal - Hudson St & Hudson Pl,member,4.9,winter,2022-01-06,Thursday,Evening,classic_bike,1297,144.0
Morris Canal,Morris Canal,member,4.9,winter,2022-01-06,Thursday,Night,electric_bike,1297,469.0
Hudson St & 4 St,Hoboken Ave at Monmouth St,casual,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,658.0
6 St & Grand St,Willow Ave & 12 St,member,4.9,winter,2022-01-06,Thursday,Afternoon,electric_bike,1297,258.0
Grove St PATH,Lafayette Park,member,4.9,winter,2022-01-06,Thursday,Night,classic_bike,1297,648.0
Hoboken Terminal - River St & Hudson Pl,4 St & Grand St,casual,4.9,winter,2022-01-06,Thursday,Night,classic_bike,1297,428.0
JC Medical Center,Lafayette Park,casual,4.9,winter,2022-01-06,Thursday,Afternoon,electric_bike,1297,383.0
Hoboken Terminal - River St & Hudson Pl,4 St & Grand St,casual,4.9,winter,2022-01-06,Thursday,Night,classic_bike,1297,367.0
6 St & Grand St,Hoboken Terminal - River St & Hudson Pl,member,4.9,winter,2022-01-06,Thursday,Morning,electric_bike,1297,357.0
11 St & Washington St,7 St & Monroe St,member,4.9,winter,2022-01-06,Thursday,Afternoon,electric_bike,1297,331.0
Monmouth and 6th,Brunswick & 6th,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,45.0
Monmouth and 6th,Brunswick & 6th,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,53.0
Jersey & 6th St,Grove St PATH,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,215.0
Newport Pkwy,Grove St PATH,casual,4.9,winter,2022-01-06,Thursday,Morning,electric_bike,1297,537.0
Liberty Light Rail,Grove St PATH,member,4.9,winter,2022-01-06,Thursday,Afternoon,classic_bike,1297,433.0
